idno,cntry,gndr,agea,c2weight,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q58,w4q59,w4q60,gndr_lab,age_band,cntry_iso2,positive_affect_mean,distress_mean,positive_affect_z,distress_z
14625,BE,2,27,0.59879786,2,1,3,3,3,3,2,1,2,2,3,1,3,1,Female,18–29,BE,3,2,0.44262012353696373,0.4920326480564312
14670,BE,1,58,4.192852,2,2,2,3,1,4,2,2,1,3,3,1,1,1,Male,45–64,BE,3.5,1.75,1.1303926248022642,0.048274617042291294
14785,BE,2,41,0.85851544,2,2,3,2,3,2,2,2,3,2,3,3,3,3,Female,30–44,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
14815,BE,2,34,1.1030196,1,1,2,2,2,2,2,3,2,1,1,1,1,1,Female,30–44,BE,2,1.5,-0.9329248789936372,-0.3954834139718486
14841,BE,1,52,0.5141536,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
14996,BE,2,34,1.2425017,1,1,1,4,1,4,1,1,1,2,2,1,2,1,Female,30–44,BE,4,1.25,1.8181651260675646,-0.8392414449859885
15008,BE,2,47,0.6724329,2,2,3,4,2,3,2,2,3,3,3,3,3,3,Female,45–64,BE,3.5,2.5833333333333335,1.1303926248022642,1.5274680537560912
15049,BE,2,19,1.0144064,1,2,1,3,1,2,1,1,1,1,1,2,2,1,Female,18–29,BE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
15059,BE,2,68,0.8347429,3,3,3,1,3,1,3,3,3,3,3,3,3,3,Female,65+,BE,1,3,-2.308469881524238,2.267064772112991
15164,BE,2,73,2.3252168,2,2,3,3,2,3,2,2,2,1,1,1,1,1,Female,65+,BE,3,1.6666666666666665,0.44262012353696373,-0.09964472662908894
15165,BE,1,40,2.7285457,2,3,4,3,2,2,2,2,2,2,2,2,2,2,Male,30–44,BE,2.5,2.25,-0.2451523777283367,0.9357906790705711
15169,BE,1,54,0.7172916,1,1,1,3,1,3,1,2,1,1,1,1,2,1,Male,45–64,BE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
15195,BE,1,30,1.0277847,2,2,4,3,2,3,2,2,1,2,1,1,2,1,Male,30–44,BE,3,1.8333333333333335,0.44262012353696373,0.1961939607136715
15209,BE,2,17,2.87187,2,2,4,1,2,1,4,4,4,3,4,4,3,3,Female,,BE,1,3.25,-2.308469881524238,2.710822803127131
15235,BE,2,23,0.66798145,1,1,1,4,2,4,2,1,1,2,2,1,1,1,Female,18–29,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
15240,BE,2,49,0.89945763,1,2,2,2,1,3,2,2,2,2,2,1,1,1,Female,45–64,BE,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
15276,BE,1,71,0.98549473,1,1,1,3,1,3,1,2,1,1,2,1,2,1,Male,65+,BE,3,1.25,0.44262012353696373,-0.8392414449859885
15335,BE,2,32,1.0473541,2,2,2,3,2,3,2,1,1,2,3,1,2,1,Female,30–44,BE,3,1.75,0.44262012353696373,0.048274617042291294
15340,BE,1,78,0.69543207,1,1,2,4,1,3,1,1,1,1,1,1,1,1,Male,65+,BE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
15351,BE,2,24,1.2038553,1,1,2,4,1,4,1,1,2,2,2,2,2,2,Female,18–29,BE,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
15360,BE,1,66,0.861506,1,1,2,3,1,4,1,1,1,1,1,1,1,1,Male,65+,BE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
15362,BE,2,51,0.7484574,1,1,2,4,2,4,2,2,2,1,2,1,2,1,Female,45–64,BE,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
15384,BE,1,48,1.7206894,2,3,4,2,2,2,2,2,3,2,3,3,3,2,Male,45–64,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
15391,BE,1,80,0.46178976,1,2,1,3,1,3,1,2,2,1,1,1,2,2,Male,65+,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
15403,BE,1,69,0.40242922,1,2,2,3,2,3,2,2,1,1,2,1,1,1,Male,65+,BE,3,1.5,0.44262012353696373,-0.3954834139718486
15431,BE,1,63,1.02063,2,3,2,3,2,3,2,3,3,1,2,2,2,3,Male,45–64,BE,3,2.25,0.44262012353696373,0.9357906790705711
15437,BE,1,52,0.9352891,1,2,2,4,1,4,1,1,2,1,2,3,2,1,Male,45–64,BE,4,1.5833333333333333,1.8181651260675646,-0.24756407030046876
15443,BE,2,41,0.54904073,2,2,2,3,1,3,2,2,2,1,2,1,2,2,Female,30–44,BE,3,1.75,0.44262012353696373,0.048274617042291294
15460,BE,2,30,0.893633,1,1,3,4,1,3,2,1,1,1,1,1,1,2,Female,30–44,BE,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
15463,BE,2,73,0.70495105,1,1,2,4,1,4,1,1,1,1,1,1,1,1,Female,65+,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
15479,BE,1,60,3.13463,1,2,1,3,1,2,1,1,1,1,2,1,2,1,Male,45–64,BE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
15539,BE,2,20,1.9222622,2,2,2,3,2,3,1,2,2,2,2,2,3,2,Female,18–29,BE,3,2,0.44262012353696373,0.4920326480564312
15545,BE,2,88,1.0369484,2,3,2,2,2,2,2,3,2,2,2,1,1,2,Female,65+,BE,2,2,-0.9329248789936372,0.4920326480564312
15592,BE,1,47,1.6770895,1,1,2,4,1,4,1,1,1,1,2,1,1,1,Male,45–64,BE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
15594,BE,1,57,0.91852397,1,1,1,3,2,2,2,2,2,1,2,1,1,1,Male,45–64,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
15628,BE,2,32,1.7456882,1,1,2,3,1,3,1,1,2,1,2,1,1,1,Female,30–44,BE,3,1.25,0.44262012353696373,-0.8392414449859885
15659,BE,1,32,1.6896181,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Male,30–44,BE,2,2,-0.9329248789936372,0.4920326480564312
15682,BE,1,64,1.079223,,,,,,,,,,,,,,,Male,45–64,BE,,,,
15706,BE,2,54,0.7699272,3,3,3,2,3,2,3,2,4,3,3,2,3,3,Female,45–64,BE,2,2.9166666666666665,-0.9329248789936372,2.1191454284416107
15834,BE,2,44,0.8254362,1,1,1,3,1,2,1,2,2,2,2,2,2,1,Female,30–44,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
15850,BE,1,32,0.98859423,3,3,2,2,2,2,2,2,3,2,2,1,3,2,Male,30–44,BE,2,2.25,-0.9329248789936372,0.9357906790705711
15888,BE,2,37,0.5731204,1,1,1,,1,2,1,1,1,1,2,1,1,1,Female,30–44,BE,2,1.0833333333333333,-0.9329248789936372,-1.1350801323287485
15914,BE,2,54,0.5408051,3,2,3,1,2,2,2,2,2,2,2,1,2,2,Female,45–64,BE,1.5,2.0833333333333335,-1.6206973802589375,0.6399519917278114
15916,BE,1,75,0.46468562,1,1,1,4,1,4,2,1,1,1,2,1,2,1,Male,65+,BE,4,1.25,1.8181651260675646,-0.8392414449859885
15947,BE,1,49,0.7172916,2,3,3,2,2,3,2,1,2,2,2,2,2,2,Male,45–64,BE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
15957,BE,2,47,0.8539401,1,1,1,3,1,3,1,1,2,2,2,1,1,1,Female,45–64,BE,3,1.25,0.44262012353696373,-0.8392414449859885
16033,BE,1,53,0.7271842,3,3,2,2,3,2,3,3,3,2,3,3,3,3,Male,45–64,BE,2,2.8333333333333335,-0.9329248789936372,1.9712260847702312
16042,BE,1,58,0.6669865,1,1,2,3,1,3,1,1,1,1,2,2,1,1,Male,45–64,BE,3,1.25,0.44262012353696373,-0.8392414449859885
16232,BE,1,31,0.7079575,1,2,2,3,1,2,2,2,3,1,2,1,2,1,Male,30–44,BE,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
16283,BE,2,49,0.83448476,1,1,1,3,1,3,2,1,2,1,2,1,2,1,Female,45–64,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
16298,BE,2,65,1.1599106,1,1,2,3,1,3,1,1,1,4,1,1,1,1,Female,65+,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
16321,BE,1,38,1.2298354,1,1,2,3,2,4,2,1,1,2,2,1,1,1,Male,30–44,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
16331,BE,2,90,2.2174137,2,2,2,2,2,2,2,2,2,2,3,1,2,2,Female,65+,BE,2,2,-0.9329248789936372,0.4920326480564312
16375,BE,2,48,1.2035029,1,1,3,4,2,3,2,1,3,1,1,1,2,1,Female,45–64,BE,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
16380,BE,2,35,0.8390817,3,2,2,2,2,2,3,2,3,3,3,3,2,3,Female,30–44,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
16388,BE,2,54,0.56715435,2,2,3,2,1,2,2,2,2,2,2,2,1,1,Female,45–64,BE,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
16428,BE,1,36,0.5428361,1,1,2,3,2,2,1,1,2,1,2,1,3,1,Male,30–44,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
16436,BE,1,19,1.7479329,3,2,1,3,3,3,2,4,3,2,2,3,4,4,Male,18–29,BE,3,2.75,0.44262012353696373,1.8233067410988508
16452,BE,2,62,0.5012854,1,1,3,3,1,4,1,1,1,1,2,2,2,1,Female,45–64,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
16470,BE,2,60,0.58567524,3,2,3,3,2,3,2,2,2,2,2,2,2,1,Female,45–64,BE,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
16477,BE,2,69,0.8932211,2,3,1,4,4,4,1,3,2,2,2,1,2,1,Female,65+,BE,4,2,1.8181651260675646,0.4920326480564312
16493,BE,1,44,0.65075237,1,1,2,4,1,4,1,1,2,1,1,1,2,1,Male,30–44,BE,4,1.25,1.8181651260675646,-0.8392414449859885
16537,BE,1,68,0.9226756,2,2,3,2,1,3,2,2,2,1,2,2,2,2,Male,65+,BE,2.5,1.9166666666666667,-0.2451523777283367,0.34411330438505133
16548,BE,2,24,2.6917322,4,4,2,2,3,1,2,1,3,2,2,3,2,2,Female,18–29,BE,1.5,2.5,-1.6206973802589375,1.379548710084711
16558,BE,2,71,0.70320463,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Female,65+,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
16578,BE,2,36,1.0072932000000001,2,3,1,2,2,2,2,1,2,2,2,1,2,1,Female,30–44,BE,2,1.75,-0.9329248789936372,0.048274617042291294
16653,BE,2,39,0.9423445,3,3,4,2,2,2,3,1,3,3,3,2,2,1,Female,30–44,BE,2,2.5,-0.9329248789936372,1.379548710084711
16686,BE,1,60,0.6566803,2,2,2,3,1,3,2,1,2,1,1,1,1,1,Male,45–64,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
16703,BE,1,53,0.8802678,1,1,,3,1,4,1,1,2,1,2,2,2,1,Male,45–64,BE,3.5,1.3636363636363635,1.1303926248022642,-0.6375332490704705
16718,BE,1,87,0.9901311,3,3,2,2,1,3,2,2,2,2,2,2,2,1,Male,65+,BE,2.5,2,-0.2451523777283367,0.4920326480564312
16769,BE,1,72,0.89716506,1,2,1,3,1,2,1,,1,1,2,1,2,1,Male,65+,BE,2.5,1.2727272727272727,-0.2451523777283367,-0.7988998058028849
16782,BE,1,32,1.105574,2,1,1,3,1,3,2,2,2,1,2,2,2,1,Male,30–44,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
16844,BE,1,72,0.8821357,1,2,1,4,1,4,1,2,1,1,2,1,2,1,Male,65+,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
16847,BE,1,44,1.0538373,2,2,2,2,1,1,1,1,3,2,3,1,1,1,Male,30–44,BE,1.5,1.6666666666666667,-1.6206973802589375,-0.09964472662908853
16866,BE,1,76,0.53091335,1,2,2,3,1,2,1,1,2,1,2,2,2,1,Male,65+,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
16882,BE,2,66,0.5995723,1,2,1,3,2,3,1,2,2,3,3,1,1,3,Female,65+,BE,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
16905,BE,1,59,1.8137012,1,1,2,3,2,4,1,1,1,1,2,1,2,1,Male,45–64,BE,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
16907,BE,1,50,0.81995016,1,1,2,3,1,3,1,1,1,1,1,1,1,1,Male,45–64,BE,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
16925,BE,2,71,0.5171744,2,1,2,3,1,4,1,1,1,1,2,1,1,1,Female,65+,BE,3.5,1.25,1.1303926248022642,-0.8392414449859885
16942,BE,1,47,3.903116,3,2,2,2,4,3,3,2,2,2,2,2,3,1,Male,45–64,BE,2.5,2.3333333333333335,-0.2451523777283367,1.0837100227419514
17090,BE,1,57,0.56827366,1,1,1,4,1,4,1,1,1,1,1,1,1,2,Male,45–64,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
17132,BE,2,44,1.1051769,,,,,,,,,,,,,,,Female,30–44,BE,,,,
17136,BE,1,67,0.9684654,2,2,3,3,2,4,2,2,1,2,2,1,1,2,Male,65+,BE,3.5,1.8333333333333333,1.1303926248022642,0.19619396071367112
17169,BE,2,60,1.6508541,1,2,2,3,1,3,2,1,2,2,2,1,2,1,Female,45–64,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
17188,BE,1,54,0.8866541,1,2,2,2,2,3,2,1,2,1,1,1,2,1,Male,45–64,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
17196,BE,2,50,0.71414775,2,2,3,2,1,2,2,2,2,2,2,3,2,2,Female,45–64,BE,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
17239,BE,1,47,0.7333879,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
17288,BE,1,30,0.62741256,2,2,2,3,1,3,2,2,3,3,3,2,2,1,Male,30–44,BE,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
17401,BE,2,51,1.7879987,1,1,3,2,1,3,2,1,1,1,1,1,2,1,Female,45–64,BE,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
17429,BE,1,19,2.7515812,3,2,2,2,3,2,3,2,2,1,1,2,3,2,Male,18–29,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
17444,BE,2,70,0.5116619,1,1,2,3,1,3,1,1,2,1,2,1,2,1,Female,65+,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
17481,BE,2,67,1.0206467,2,2,3,1,3,1,2,2,2,3,3,3,3,3,Female,65+,BE,1,2.5833333333333335,-2.308469881524238,1.5274680537560912
17484,BE,2,29,0.762569,1,2,1,3,2,3,2,3,3,3,3,3,3,1,Female,18–29,BE,3,2.25,0.44262012353696373,0.9357906790705711
17566,BE,2,61,0.35849047,1,1,2,4,1,3,2,1,2,1,2,1,1,2,Female,45–64,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
17592,BE,2,81,0.5483426,2,1,1,4,1,,1,1,1,2,2,1,1,,Female,65+,BE,4,1.2727272727272727,1.8181651260675646,-0.7988998058028849
17594,BE,2,68,0.60844845,2,2,2,2,1,2,2,2,2,2,2,1,2,1,Female,65+,BE,2,1.75,-0.9329248789936372,0.048274617042291294
17610,BE,2,55,0.49715677,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
17642,BE,2,49,1.1272309,3,3,3,2,3,2,3,2,3,3,3,3,3,3,Female,45–64,BE,2,2.9166666666666665,-0.9329248789936372,2.1191454284416107
17732,BE,2,25,1.2233635,1,1,2,4,1,2,1,1,1,1,1,1,2,1,Female,18–29,BE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
17747,BE,1,60,0.51493496,1,2,2,3,1,3,1,2,2,2,2,2,3,1,Male,45–64,BE,3,1.75,0.44262012353696373,0.048274617042291294
17750,BE,2,32,0.47064644,1,2,2,3,1,3,1,2,2,2,2,3,2,1,Female,30–44,BE,3,1.75,0.44262012353696373,0.048274617042291294
17781,BE,1,26,0.79460734,1,1,2,3,1,2,2,1,1,2,2,1,2,1,Male,18–29,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
17819,BE,1,55,0.6294193,2,2,3,4,1,2,1,2,2,2,2,2,3,2,Male,45–64,BE,3,2,0.44262012353696373,0.4920326480564312
17843,BE,2,20,1.0037861,3,2,3,3,2,3,2,1,2,2,2,1,1,2,Female,18–29,BE,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
17847,BE,2,22,0.59378576,4,4,4,2,3,2,4,4,3,3,3,2,2,2,Female,18–29,BE,2,3.1666666666666665,-0.9329248789936372,2.5629034594557503
17877,BE,2,28,0.76097274,2,1,2,3,2,2,3,4,2,1,4,1,1,1,Female,18–29,BE,2.5,2,-0.2451523777283367,0.4920326480564312
17913,BE,1,26,0.7652724,1,2,2,3,2,2,1,3,1,2,3,1,1,1,Male,18–29,BE,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
17965,BE,1,20,2.3416913,2,2,2,2,2,2,4,3,2,2,3,2,,2,Male,18–29,BE,2,2.3636363636363638,-0.9329248789936372,1.1374988749860895
17992,BE,1,27,0.9943332,2,3,4,3,3,,2,2,2,2,3,3,3,2,Male,18–29,BE,3,2.5833333333333335,0.44262012353696373,1.5274680537560912
18011,BE,2,64,0.7544677,1,2,2,3,1,3,1,2,2,1,1,1,2,1,Female,45–64,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
18059,BE,1,46,0.78302294,2,2,2,2,3,1,2,2,2,2,3,2,2,1,Male,45–64,BE,1.5,2.0833333333333335,-1.6206973802589375,0.6399519917278114
18121,BE,2,37,0.5958781,2,2,2,2,2,3,2,2,3,2,2,3,3,1,Female,30–44,BE,2.5,2.1666666666666665,-0.2451523777283367,0.7878713353991909
18184,BE,1,44,0.5240759,1,3,2,2,1,2,1,1,2,1,1,1,2,1,Male,30–44,BE,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
18219,BE,2,79,0.57515377,1,1,1,4,1,4,1,1,1,1,3,1,1,2,Female,65+,BE,4,1.25,1.8181651260675646,-0.8392414449859885
18228,BE,2,40,0.70045656,2,3,3,3,1,3,2,2,2,2,2,1,2,3,Female,30–44,BE,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
18290,BE,1,24,1.1467587,1,2,3,3,1,4,1,1,3,2,2,1,1,1,Male,18–29,BE,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
18381,BE,1,23,0.61778146,2,1,1,2,2,2,2,1,2,3,2,3,3,1,Male,18–29,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
18397,BE,2,54,1.0962628,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Female,45–64,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
18399,BE,2,43,0.6486975,3,3,3,1,2,2,2,2,3,3,2,2,3,2,Female,30–44,BE,1.5,2.5,-1.6206973802589375,1.379548710084711
18424,BE,1,64,0.5704381,1,1,1,3,1,3,1,2,2,1,2,1,2,2,Male,45–64,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
18473,BE,2,40,0.7999583,1,2,2,4,1,4,2,1,1,1,1,1,2,1,Female,30–44,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
18479,BE,1,41,0.8124934,2,2,3,2,1,1,2,3,2,1,2,3,3,1,Male,30–44,BE,1.5,2.0833333333333335,-1.6206973802589375,0.6399519917278114
18495,BE,2,20,2.2797496,2,2,2,3,2,3,2,2,2,3,3,2,3,2,Female,18–29,BE,3,2.25,0.44262012353696373,0.9357906790705711
18508,BE,2,58,0.4236699,1,1,2,4,1,4,1,1,1,2,2,1,1,2,Female,45–64,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
18569,BE,2,35,0.74212843,3,3,3,2,3,2,3,3,3,3,4,3,3,3,Female,30–44,BE,2,3.0833333333333335,-0.9329248789936372,2.414984115784371
18627,BE,2,26,0.6524782,2,3,2,3,1,3,1,3,3,3,3,2,2,1,Female,18–29,BE,3,2.1666666666666665,0.44262012353696373,0.7878713353991909
18650,BE,1,44,0.6796963,2,2,2,3,1,3,1,1,2,1,2,1,1,2,Male,30–44,BE,3,1.5,0.44262012353696373,-0.3954834139718486
18678,BE,2,47,0.8082493,2,3,3,2,2,2,2,3,2,2,3,2,3,1,Female,45–64,BE,2,2.3333333333333335,-0.9329248789936372,1.0837100227419514
18753,BE,1,33,1.0688514,2,2,3,2,2,1,2,3,1,1,1,1,3,1,Male,30–44,BE,1.5,1.8333333333333333,-1.6206973802589375,0.19619396071367112
18835,BE,2,48,0.9078107,2,2,2,2,2,2,2,2,2,2,3,2,3,2,Female,45–64,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
18852,BE,2,30,0.89576274,2,2,3,3,1,2,2,2,3,4,4,3,3,2,Female,30–44,BE,2.5,2.5833333333333335,-0.2451523777283367,1.5274680537560912
18901,BE,2,25,0.60410076,1,2,1,3,2,2,2,1,3,2,2,1,3,2,Female,18–29,BE,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
18913,BE,1,62,0.44662747,1,1,1,4,1,4,1,1,1,1,2,1,1,1,Male,45–64,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
18921,BE,1,70,1.3496387,2,3,2,3,2,4,2,3,2,2,3,2,1,2,Male,65+,BE,3.5,2.1666666666666665,1.1303926248022642,0.7878713353991909
18926,BE,2,61,1.9752872,2,2,2,3,1,2,1,2,2,1,2,2,2,1,Female,45–64,BE,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
18933,BE,2,59,0.81186604,2,1,4,3,1,3,1,1,1,1,2,1,2,1,Female,45–64,BE,3,1.5,0.44262012353696373,-0.3954834139718486
18963,BE,1,59,0.5362727,2,2,2,4,1,3,1,2,2,1,2,1,2,1,Male,45–64,BE,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
18977,BE,1,55,1.5327175,2,2,2,3,2,3,1,1,2,1,1,2,2,1,Male,45–64,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
19007,BE,1,51,0.7488013,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
19040,BE,1,62,0.7039193,2,2,2,2,2,2,2,2,2,4,3,2,2,2,Male,45–64,BE,2,2.25,-0.9329248789936372,0.9357906790705711
19042,BE,1,39,0.7803692,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,30–44,BE,4,1,1.8181651260675646,-1.2829994760001284
19046,BE,1,26,0.5186541,1,1,1,3,1,2,1,1,2,2,1,1,2,1,Male,18–29,BE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
19051,BE,2,54,0.6789279,2,2,3,2,2,2,2,2,1,2,2,1,2,2,Female,45–64,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
19074,BE,1,57,0.38238874,1,2,1,3,1,2,1,2,1,1,2,2,2,1,Male,45–64,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
19085,BE,1,49,0.7826918,1,1,1,3,1,3,2,2,1,1,1,2,2,1,Male,45–64,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
19166,BE,1,46,0.92061025,1,2,1,4,1,4,1,2,2,1,2,1,1,1,Male,45–64,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
19174,BE,1,45,0.6609684,1,1,1,3,1,4,1,1,1,1,1,2,2,1,Male,45–64,BE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
19202,BE,2,64,1.049227,1,1,2,3,2,3,2,2,2,1,2,1,1,2,Female,45–64,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
19203,BE,1,86,2.2003999,1,3,2,3,2,4,2,3,2,2,1,1,2,1,Male,65+,BE,3.5,1.8333333333333333,1.1303926248022642,0.19619396071367112
19215,BE,1,48,0.90083605,3,2,1,2,1,2,1,1,1,1,2,1,2,1,Male,45–64,BE,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
19262,BE,1,67,2.1022289,1,2,2,3,2,3,2,1,2,1,1,2,2,1,Male,65+,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
19263,BE,1,43,0.82439715,2,2,2,3,1,3,2,1,2,2,2,1,2,1,Male,30–44,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
19285,BE,1,74,0.87874794,1,2,2,3,2,2,1,2,2,1,2,1,1,1,Male,65+,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
19342,BE,1,80,0.66475475,1,2,1,4,1,3,1,2,1,3,3,1,1,1,Male,65+,BE,3.5,1.5,1.1303926248022642,-0.3954834139718486
19347,BE,2,43,0.54352677,1,2,2,3,2,3,2,1,3,2,2,1,2,1,Female,30–44,BE,3,1.75,0.44262012353696373,0.048274617042291294
19366,BE,2,46,3.7961526,3,2,3,2,2,3,2,2,3,2,3,2,2,2,Female,45–64,BE,2.5,2.3333333333333335,-0.2451523777283367,1.0837100227419514
19377,BE,2,59,0.5382788,2,2,3,2,2,2,2,2,3,2,3,2,2,1,Female,45–64,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
19444,BE,1,19,3.8984635,3,2,3,3,3,3,2,2,2,2,2,2,2,2,Male,18–29,BE,3,2.25,0.44262012353696373,0.9357906790705711
19451,BE,2,48,0.7551491,1,1,1,3,1,4,1,1,1,1,1,1,1,1,Female,45–64,BE,3.5,1,1.1303926248022642,-1.2829994760001284
19498,BE,1,59,0.8569823,2,1,1,3,1,4,1,1,1,1,2,1,1,1,Male,45–64,BE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
19502,BE,2,51,0.56849575,3,3,3,2,1,2,2,1,1,2,3,2,2,1,Female,45–64,BE,2,2,-0.9329248789936372,0.4920326480564312
19546,BE,1,71,1.1126004,1,1,2,3,2,4,2,2,1,1,2,2,2,2,Male,65+,BE,3.5,1.6666666666666667,1.1303926248022642,-0.09964472662908853
19552,BE,1,31,1.5069302,3,3,3,3,1,3,2,2,3,1,2,1,1,1,Male,30–44,BE,3,1.9166666666666665,0.44262012353696373,0.34411330438505094
19606,BE,1,49,0.7133483,1,1,2,3,1,3,2,1,1,1,1,1,1,1,Male,45–64,BE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
19618,BE,2,34,2.0100887,2,2,3,3,1,3,1,1,2,1,2,2,2,1,Female,30–44,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
19620,BE,1,68,0.51714146,1,2,1,3,1,3,1,2,2,1,2,1,2,1,Male,65+,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
19660,BE,1,66,0.95094436,1,3,3,1,2,1,2,2,3,4,1,3,3,4,Male,65+,BE,1,2.5833333333333335,-2.308469881524238,1.5274680537560912
19682,BE,1,28,0.7740618,2,1,1,3,1,2,1,2,2,1,2,1,2,1,Male,18–29,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
19705,BE,1,36,1.1470197,3,2,2,2,1,3,2,1,2,1,3,1,3,1,Male,30–44,BE,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
