idno,cntry,gndr,agea,c2weight,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q58,w4q59,w4q60,gndr_lab,age_band,cntry_iso2,positive_affect_mean,distress_mean,positive_affect_z,distress_z
36889,SE,1,70,0.48020223,3,3,2,2,2,1,3,2,2,2,3,2,2,2,Male,65+,SE,1.5,2.3333333333333335,-1.6206973802589375,1.0837100227419514
36892,SE,1,,0.6562137,3,2,1,2,4,2,3,2,1,1,2,1,2,1,Male,,SE,2,1.9166666666666665,-0.9329248789936372,0.34411330438505094
36915,SE,2,64,0.6096174,1,2,3,2,1,3,1,2,2,2,1,1,2,1,Female,45–64,SE,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
36932,SE,1,76,0.88769853,1,2,1,2,1,3,1,4,1,2,1,2,2,1,Male,65+,SE,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
36949,SE,1,74,0.95526284,2,1,2,3,2,3,1,2,2,1,1,1,1,1,Male,65+,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
37062,SE,2,68,0.666924,1,1,1,3,1,2,1,1,1,1,1,1,1,1,Female,65+,SE,2.5,1,-0.2451523777283367,-1.2829994760001284
37109,SE,1,46,1.1658955,1,2,2,2,2,2,2,2,3,3,3,4,3,2,Male,45–64,SE,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
37189,SE,1,59,0.7087887,2,2,2,2,2,1,2,2,3,3,2,1,3,1,Male,45–64,SE,1.5,2.0833333333333335,-1.6206973802589375,0.6399519917278114
37200,SE,2,42,0.9542965,1,1,1,2,2,2,1,1,2,1,1,1,2,1,Female,30–44,SE,2,1.25,-0.9329248789936372,-0.8392414449859885
37216,SE,1,69,0.71086335,2,2,2,2,1,2,2,2,2,3,2,1,1,2,Male,65+,SE,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
37220,SE,2,90,0.6148147,,,,,,,,,,,,,,,Female,65+,SE,,,,
37251,SE,1,59,0.69379294,1,1,1,4,1,4,1,1,2,1,2,1,2,1,Male,45–64,SE,4,1.25,1.8181651260675646,-0.8392414449859885
37294,SE,2,60,0.50051105,1,1,2,3,1,2,1,1,2,1,2,1,1,2,Female,45–64,SE,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
37296,SE,2,75,1.0717503,2,2,4,3,2,4,1,2,2,2,3,4,2,1,Female,65+,SE,3.5,2.25,1.1303926248022642,0.9357906790705711
37302,SE,1,68,0.9338504,2,1,2,3,3,3,2,2,1,1,2,1,1,2,Male,65+,SE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
37320,SE,2,53,1.6720816,1,2,1,4,1,4,1,2,1,1,1,1,2,1,Female,45–64,SE,4,1.25,1.8181651260675646,-0.8392414449859885
37328,SE,1,81,0.4794999,1,2,1,3,1,3,1,2,1,1,1,2,2,1,Male,65+,SE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
37350,SE,2,75,0.7478422,1,1,3,2,3,3,2,1,1,1,1,1,1,1,Female,65+,SE,2.5,1.4166666666666665,-0.2451523777283367,-0.5434027576432289
37401,SE,1,47,1.1535819,1,1,1,4,1,4,1,1,1,1,1,1,2,1,Male,45–64,SE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
37462,SE,2,70,0.6396342,1,3,2,2,3,2,2,2,2,1,2,2,2,1,Female,65+,SE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
37470,SE,2,68,1.1777939,2,4,3,2,1,3,1,2,2,1,3,3,3,2,Female,65+,SE,2.5,2.25,-0.2451523777283367,0.9357906790705711
37617,SE,1,28,3.207501,4,4,2,2,3,1,3,4,4,3,2,2,2,2,Male,18–29,SE,1.5,2.9166666666666665,-1.6206973802589375,2.1191454284416107
37662,SE,1,56,0.6597016,1,1,1,3,1,3,1,2,1,1,1,1,2,1,Male,45–64,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
37706,SE,1,34,1.453926,1,1,1,3,1,2,1,1,2,1,2,1,2,1,Male,30–44,SE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
37714,SE,2,23,1.0047426,2,1,1,3,2,2,2,2,2,2,2,2,2,1,Female,18–29,SE,2.5,1.75,-0.2451523777283367,0.048274617042291294
37735,SE,2,55,0.5724075,2,2,3,2,1,3,1,2,1,1,1,1,2,1,Female,45–64,SE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
37762,SE,1,69,0.62324077,1,1,1,4,1,3,1,1,1,1,1,1,1,1,Male,65+,SE,3.5,1,1.1303926248022642,-1.2829994760001284
37885,SE,2,72,0.62386644,1,1,1,,1,3,1,2,1,1,1,1,2,1,Female,65+,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
37997,SE,2,76,0.6857711,1,3,2,4,2,3,2,1,2,1,2,1,2,2,Female,65+,SE,3.5,1.75,1.1303926248022642,0.048274617042291294
38151,SE,2,31,1.4064753,3,3,3,1,4,1,4,3,3,4,4,4,3,2,Female,30–44,SE,1,3.3333333333333335,-2.308469881524238,2.858742146798511
38167,SE,2,55,0.5924159,1,2,1,2,2,2,1,2,1,1,1,2,2,1,Female,45–64,SE,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
38297,SE,1,54,0.9466648,1,2,1,4,1,4,2,1,1,1,1,1,1,1,Male,45–64,SE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
38397,SE,1,79,0.84187984,1,1,1,3,1,3,1,2,1,1,2,1,1,1,Male,65+,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
38571,SE,1,71,0.45528907,1,2,1,3,2,3,2,2,1,1,2,1,2,1,Male,65+,SE,3,1.5,0.44262012353696373,-0.3954834139718486
38664,SE,1,67,0.7526452,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,65+,SE,3,1,0.44262012353696373,-1.2829994760001284
38708,SE,1,66,0.80884844,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,65+,SE,3,1,0.44262012353696373,-1.2829994760001284
38727,SE,2,44,1.091387,2,2,2,2,1,2,2,1,2,2,2,2,2,1,Female,30–44,SE,2,1.75,-0.9329248789936372,0.048274617042291294
38754,SE,2,66,0.6526282,1,,1,3,1,4,1,2,1,1,1,1,1,2,Female,65+,SE,3.5,1.1818181818181819,1.1303926248022642,-0.9602663625352993
38756,SE,2,68,0.8136625,2,2,2,2,2,2,2,2,2,1,1,1,2,1,Female,65+,SE,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
38807,SE,1,45,1.789897,1,1,2,3,1,3,1,2,1,2,2,1,3,1,Male,45–64,SE,3,1.5,0.44262012353696373,-0.3954834139718486
38865,SE,2,60,0.7156119,2,1,1,2,1,2,1,1,2,1,1,1,1,2,Female,45–64,SE,2,1.25,-0.9329248789936372,-0.8392414449859885
38956,SE,1,38,1.093832,1,1,2,4,1,2,1,1,1,1,2,1,1,1,Male,30–44,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
39047,SE,1,34,2.0177562,3,2,3,2,1,1,3,1,1,2,2,1,3,1,Male,30–44,SE,1.5,1.9166666666666667,-1.6206973802589375,0.34411330438505133
39062,SE,1,67,0.88769853,1,1,2,3,2,3,1,1,1,1,2,1,2,1,Male,65+,SE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
39079,SE,1,36,1.2985172,2,2,3,3,1,3,2,1,2,2,3,3,1,1,Male,30–44,SE,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
39204,SE,1,81,0.7422589,1,2,3,4,1,2,2,2,1,2,2,1,2,1,Male,65+,SE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
39216,SE,1,43,1.3605304,2,3,4,1,2,1,1,2,3,3,3,2,2,1,Male,30–44,SE,1,2.3333333333333335,-2.308469881524238,1.0837100227419514
39278,SE,1,50,1.4122164,1,1,1,2,1,2,1,2,2,1,1,2,2,1,Male,45–64,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
39357,SE,1,77,0.66672564,1,1,2,3,1,3,1,1,1,2,2,1,1,1,Male,65+,SE,3,1.25,0.44262012353696373,-0.8392414449859885
39378,SE,2,23,1.3307189,2,1,1,3,1,3,2,3,3,2,3,3,1,1,Female,18–29,SE,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
39388,SE,2,70,0.6342616,2,2,1,2,3,2,1,2,2,1,1,1,1,1,Female,65+,SE,2,1.5,-0.9329248789936372,-0.3954834139718486
39424,SE,1,66,0.50578284,1,1,1,3,1,4,1,2,1,1,1,1,1,1,Male,65+,SE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
39463,SE,2,71,0.6618557,1,1,1,2,1,2,1,1,1,2,1,2,2,1,Female,65+,SE,2,1.25,-0.9329248789936372,-0.8392414449859885
39468,SE,1,35,1.6484351,2,2,2,2,2,2,2,2,2,2,2,2,2,1,Male,30–44,SE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
39512,SE,2,81,0.9174685,,,,,,,,,,,,,,,Female,65+,SE,,,,
39541,SE,2,29,1.0508008,1,1,2,3,2,3,1,1,1,1,2,1,1,3,Female,18–29,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
39542,SE,2,31,1.082335,4,4,4,1,3,2,4,4,4,3,3,2,3,3,Female,30–44,SE,1.5,3.4166666666666665,-1.6206973802589375,3.0066614904698903
39551,SE,2,28,1.187345,2,1,2,4,1,4,1,2,2,1,3,2,2,1,Female,18–29,SE,4,1.6666666666666667,1.8181651260675646,-0.09964472662908853
39584,SE,2,54,1.6279641,1,2,1,3,2,3,1,2,2,1,1,1,2,1,Female,45–64,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
39588,SE,2,54,0.876665,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Female,45–64,SE,3,1,0.44262012353696373,-1.2829994760001284
39632,SE,1,45,1.1112609,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,SE,4,1,1.8181651260675646,-1.2829994760001284
39799,SE,2,58,0.45540607,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,45–64,SE,4,1,1.8181651260675646,-1.2829994760001284
39869,SE,1,33,3.592578,2,3,2,3,3,3,2,2,2,2,2,2,3,1,Male,30–44,SE,3,2.1666666666666665,0.44262012353696373,0.7878713353991909
39931,SE,1,38,1.5392754,1,2,1,4,1,4,1,2,1,1,1,1,1,1,Male,30–44,SE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
39934,SE,2,75,0.7067764,1,1,1,4,1,4,1,1,1,1,1,1,2,1,Female,65+,SE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
39970,SE,2,41,1.3505076,2,2,2,2,3,2,2,3,2,2,2,3,2,1,Female,30–44,SE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
39981,SE,1,85,1.1097094,2,4,2,2,3,2,1,2,2,1,2,1,1,1,Male,65+,SE,2,1.8333333333333335,-0.9329248789936372,0.1961939607136715
39990,SE,1,90,0.7294528,1,2,1,3,1,3,1,2,1,1,1,1,1,1,Male,65+,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
40008,SE,2,23,1.3855982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Female,18–29,SE,2,2,-0.9329248789936372,0.4920326480564312
40042,SE,2,30,0.9878921,2,4,3,2,3,3,2,3,4,2,3,4,4,1,Female,30–44,SE,2.5,2.9166666666666665,-0.2451523777283367,2.1191454284416107
40053,SE,2,41,1.1269094,3,3,3,2,2,2,3,3,3,4,4,3,3,4,Female,30–44,SE,2,3.1666666666666665,-0.9329248789936372,2.5629034594557503
40247,SE,1,75,0.69879925,1,1,1,3,1,3,1,1,1,1,1,1,2,1,Male,65+,SE,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
40286,SE,2,68,0.6896655,2,2,2,3,1,2,2,1,2,2,2,1,1,2,Female,65+,SE,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
40330,SE,1,62,0.60114336,1,2,2,3,1,4,1,1,1,1,1,1,1,1,Male,45–64,SE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
40407,SE,2,71,0.8983121,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,65+,SE,4,1,1.8181651260675646,-1.2829994760001284
40413,SE,2,60,0.4492297,1,1,1,4,1,3,1,2,1,1,1,1,1,1,Female,45–64,SE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
40696,SE,1,77,0.45528907,1,2,1,2,2,3,1,2,1,1,1,1,2,1,Male,65+,SE,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
40707,SE,2,45,0.9824947,1,1,1,4,1,4,2,1,1,1,1,1,2,1,Female,45–64,SE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
40708,SE,2,61,0.6973938,3,3,4,2,3,2,4,3,3,3,3,3,3,2,Female,45–64,SE,2,3.0833333333333335,-0.9329248789936372,2.414984115784371
40759,SE,2,68,0.8347138,1,1,2,3,2,3,1,2,1,1,1,2,1,2,Female,65+,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
40780,SE,1,55,0.64594525,1,2,2,3,2,2,1,2,2,2,1,1,1,1,Male,45–64,SE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
40848,SE,1,66,0.62549555,2,2,3,2,4,2,2,2,2,2,2,1,1,1,Male,65+,SE,2,2,-0.9329248789936372,0.4920326480564312
40981,SE,1,66,1.2639444,1,3,4,3,1,2,2,3,2,3,2,1,1,2,Male,65+,SE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
41035,SE,1,63,0.8503206,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,SE,4,1,1.8181651260675646,-1.2829994760001284
41182,SE,1,28,1.5512166,1,1,1,3,1,3,1,1,2,1,1,2,1,1,Male,18–29,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
41370,SE,2,27,1.0695195,1,4,4,4,2,3,2,2,2,1,3,1,2,1,Female,18–29,SE,3.5,2.0833333333333335,1.1303926248022642,0.6399519917278114
41385,SE,1,56,0.683316,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,45–64,SE,3,1,0.44262012353696373,-1.2829994760001284
41430,SE,1,64,0.40638962,3,2,3,1,2,2,2,4,2,1,2,1,1,1,Male,45–64,SE,1.5,2,-1.6206973802589375,0.4920326480564312
41451,SE,2,55,0.4798831,1,1,2,2,1,2,1,2,1,1,1,1,1,1,Female,45–64,SE,2,1.1666666666666667,-0.9329248789936372,-0.9871607886573683
41611,SE,1,34,4.4437,2,2,2,2,2,1,2,1,3,3,3,2,2,2,Male,30–44,SE,1.5,2.1666666666666665,-1.6206973802589375,0.7878713353991909
41644,SE,2,46,0.8354117,2,2,3,2,2,2,2,2,4,4,4,3,3,3,Female,45–64,SE,2,2.8333333333333335,-0.9329248789936372,1.9712260847702312
41673,SE,2,28,1.6365336,2,2,2,4,2,2,2,2,2,2,2,2,2,2,Female,18–29,SE,3,2,0.44262012353696373,0.4920326480564312
41721,SE,1,37,1.5394566,2,2,3,1,3,2,2,3,2,2,2,1,2,2,Male,30–44,SE,1.5,2.1666666666666665,-1.6206973802589375,0.7878713353991909
41786,SE,1,68,1.3409798,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,65+,SE,3,1,0.44262012353696373,-1.2829994760001284
41789,SE,1,37,1.0135816,1,1,1,3,1,3,1,1,1,1,1,1,2,1,Male,30–44,SE,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
41855,SE,1,18,6.1221805,2,4,4,2,3,1,2,2,2,1,1,2,3,1,Male,18–29,SE,1.5,2.25,-1.6206973802589375,0.9357906790705711
41906,SE,1,55,0.41804653,2,3,2,2,2,2,2,2,2,2,2,1,1,1,Male,45–64,SE,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
41964,SE,2,53,0.8053903,1,1,2,3,1,4,1,1,2,1,1,2,1,1,Female,45–64,SE,3.5,1.25,1.1303926248022642,-0.8392414449859885
42074,SE,2,58,0.501376,2,1,1,2,1,2,2,1,3,3,3,1,2,3,Female,45–64,SE,2,1.9166666666666665,-0.9329248789936372,0.34411330438505094
42153,SE,1,61,0.66068244,1,1,1,4,1,2,1,2,1,1,1,1,1,1,Male,45–64,SE,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
42359,SE,1,62,0.4359476,1,2,1,3,2,2,1,1,1,1,1,1,1,1,Male,45–64,SE,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
42388,SE,2,54,1.515071,3,2,3,1,3,1,3,2,4,3,4,1,3,2,Female,45–64,SE,1,2.75,-2.308469881524238,1.8233067410988508
42475,SE,1,56,0.7640643,2,2,3,1,2,1,3,1,3,3,4,3,2,2,Male,45–64,SE,1,2.5,-2.308469881524238,1.379548710084711
42549,SE,2,69,0.755424,1,1,1,2,1,2,2,2,1,1,1,1,2,1,Female,65+,SE,2,1.25,-0.9329248789936372,-0.8392414449859885
42635,SE,2,55,0.66341716,3,3,3,2,3,2,3,1,3,3,3,1,3,1,Female,45–64,SE,2,2.5,-0.9329248789936372,1.379548710084711
42649,SE,2,73,0.5212278,1,1,2,2,1,3,1,1,1,1,1,1,2,1,Female,65+,SE,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
42718,SE,2,53,0.69143087,1,1,1,3,1,2,2,1,1,1,1,1,2,1,Female,45–64,SE,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
42801,SE,2,59,0.5784089,2,3,2,1,4,1,2,2,2,1,1,2,2,2,Female,45–64,SE,1,2.0833333333333335,-2.308469881524238,0.6399519917278114
42908,SE,1,61,0.43400618,,,,,,,,,,,,,,,Male,45–64,SE,,,,
43033,SE,2,65,0.4931712,2,2,3,2,2,2,2,2,3,2,2,1,2,1,Female,65+,SE,2,2,-0.9329248789936372,0.4920326480564312
43034,SE,1,72,0.45528907,1,2,2,2,1,2,1,2,1,1,2,3,2,1,Male,65+,SE,2,1.5833333333333333,-0.9329248789936372,-0.24756407030046876
43249,SE,2,50,0.7764439,3,3,3,2,3,2,3,2,3,2,2,2,3,3,Female,45–64,SE,2,2.6666666666666665,-0.9329248789936372,1.6753873974274707
43404,SE,2,30,1.1748426,1,1,1,2,1,2,2,2,2,1,1,1,2,1,Female,30–44,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
43471,SE,1,42,1.0921925,1,1,2,3,1,2,1,2,1,1,2,1,2,1,Male,30–44,SE,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
43549,SE,1,18,4.6460423,1,1,2,4,1,3,2,1,1,1,1,3,3,1,Male,18–29,SE,3.5,1.5,1.1303926248022642,-0.3954834139718486
43653,SE,2,64,0.62045366,2,2,2,3,2,2,2,2,2,1,2,1,2,1,Female,45–64,SE,2.5,1.75,-0.2451523777283367,0.048274617042291294
43663,SE,2,34,1.6747199,2,1,2,4,1,2,2,1,2,2,4,1,2,4,Female,30–44,SE,3,2,0.44262012353696373,0.4920326480564312
43799,SE,1,66,0.6276232,2,3,2,1,2,1,2,2,2,2,3,3,3,2,Male,65+,SE,1,2.3333333333333335,-2.308469881524238,1.0837100227419514
43863,SE,2,77,0.631047,2,2,1,3,2,3,2,2,1,1,2,1,2,1,Female,65+,SE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
43890,SE,2,42,0.8651626,1,1,2,3,1,3,1,1,2,1,1,1,1,1,Female,30–44,SE,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
43895,SE,1,73,0.7264685,1,2,1,3,1,3,1,2,1,1,1,2,2,2,Male,65+,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
44039,SE,2,62,0.49677873,1,2,2,2,1,2,1,2,2,1,1,1,1,1,Female,45–64,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
44066,SE,2,65,0.48519087,2,1,3,3,1,2,2,1,2,1,2,2,2,2,Female,65+,SE,2.5,1.75,-0.2451523777283367,0.048274617042291294
44116,SE,1,64,0.43828505,1,2,2,2,1,3,1,1,2,1,1,1,1,1,Male,45–64,SE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
44217,SE,2,36,1.4730064,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Female,30–44,SE,3,1,0.44262012353696373,-1.2829994760001284
44288,SE,2,18,3.1057677,1,2,2,3,1,2,1,2,2,1,1,1,2,1,Female,18–29,SE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
44308,SE,1,48,0.99721116,1,3,2,2,1,2,1,2,2,1,1,1,1,1,Male,45–64,SE,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
44336,SE,1,64,0.71310264,2,2,3,2,1,3,1,1,2,2,1,1,1,1,Male,45–64,SE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
44400,SE,1,87,0.5282511,1,1,1,2,1,2,1,2,2,1,2,1,1,1,Male,65+,SE,2,1.25,-0.9329248789936372,-0.8392414449859885
44462,SE,2,54,0.98606104000000006,1,1,2,3,1,3,2,1,2,1,1,1,1,1,Female,45–64,SE,3,1.25,0.44262012353696373,-0.8392414449859885
44543,SE,2,36,0.95497483,2,2,3,3,2,2,2,2,2,2,2,2,2,2,Female,30–44,SE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
44572,SE,2,46,1.301784,2,1,1,2,1,3,1,2,2,2,2,2,2,2,Female,45–64,SE,2.5,1.6666666666666665,-0.2451523777283367,-0.09964472662908894
44661,SE,2,42,0.7914769,4,4,3,1,4,1,4,4,4,4,4,2,4,4,Female,30–44,SE,1,3.75,-2.308469881524238,3.598338865155411
44704,SE,1,29,1.309322,2,3,3,2,4,2,3,4,2,1,3,2,2,1,Male,18–29,SE,2,2.5,-0.9329248789936372,1.379548710084711
44917,SE,2,40,0.8247409,1,3,1,2,1,2,2,1,1,1,1,1,2,1,Female,30–44,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
45047,SE,1,75,0.53974503,1,2,1,3,1,3,1,2,1,1,2,1,2,2,Male,65+,SE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
45072,SE,1,40,0.8424654,2,4,3,2,2,1,3,1,3,3,3,1,3,3,Male,30–44,SE,1.5,2.5833333333333335,-1.6206973802589375,1.5274680537560912
45212,SE,1,47,1.3262457,1,2,2,4,1,3,1,1,1,2,1,1,2,1,Male,45–64,SE,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
45228,SE,1,32,1.551651,2,1,1,3,1,3,2,1,2,2,2,1,2,1,Male,30–44,SE,3,1.5,0.44262012353696373,-0.3954834139718486
45235,SE,2,52,0.9333783,2,3,3,2,3,3,2,1,1,1,1,2,1,1,Female,45–64,SE,2.5,1.75,-0.2451523777283367,0.048274617042291294
45273,SE,1,79,0.4715125,1,,1,3,1,3,1,2,1,1,1,1,1,1,Male,65+,SE,3,1.0909090909090908,0.44262012353696373,-1.1216329192677141
45299,SE,2,29,1.0661446,2,2,3,2,1,1,2,2,1,1,1,2,3,1,Female,18–29,SE,1.5,1.75,-1.6206973802589375,0.048274617042291294
45365,SE,2,45,1.4412354,1,3,2,3,1,3,1,1,2,1,1,2,2,1,Female,45–64,SE,3,1.5,0.44262012353696373,-0.3954834139718486
45393,SE,1,46,1.1281464,1,3,1,3,1,2,1,3,1,1,1,1,2,1,Male,45–64,SE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
45505,SE,1,59,0.73688596,2,2,2,2,1,3,2,2,2,2,2,1,2,2,Male,45–64,SE,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
45632,SE,2,66,0.7753033,2,2,3,2,1,2,2,1,2,3,2,2,3,2,Female,65+,SE,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
45678,SE,1,71,0.77411634,1,1,1,2,1,2,1,1,1,1,1,1,1,1,Male,65+,SE,2,1,-0.9329248789936372,-1.2829994760001284
45681,SE,1,51,1.0003241,1,1,1,3,1,2,1,2,1,1,1,1,1,1,Male,45–64,SE,2.5,1.0833333333333333,-0.2451523777283367,-1.1350801323287485
45699,SE,1,47,0.83676875,1,1,2,2,1,3,1,1,3,2,2,1,2,1,Male,45–64,SE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
45775,SE,2,22,1.1431953,1,2,1,3,1,3,2,2,2,1,2,1,3,1,Female,18–29,SE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
45797,SE,2,38,0.76360166,2,2,2,3,1,2,1,2,1,1,2,2,2,1,Female,30–44,SE,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
45806,SE,2,83,0.7717709,1,1,1,4,,4,1,1,1,1,1,1,1,1,Female,65+,SE,4,1,1.8181651260675646,-1.2829994760001284
45893,SE,2,71,0.63643485,1,1,1,2,1,2,1,2,2,1,2,1,2,1,Female,65+,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
45917,SE,1,87,0.559597,1,1,2,2,2,2,1,1,1,1,2,1,2,1,Male,65+,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
45962,SE,1,53,1.9481667,4,4,2,1,3,1,4,3,3,2,1,1,2,2,Male,45–64,SE,1,2.583333333333333,-2.308469881524238,1.5274680537560905
45990,SE,2,77,0.544592,1,2,2,2,2,2,1,2,1,1,1,1,1,1,Female,65+,SE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
46032,SE,1,77,0.7968059,1,2,3,2,1,2,2,2,2,1,1,1,1,1,Male,65+,SE,2,1.5,-0.9329248789936372,-0.3954834139718486
46147,SE,1,59,0.67482793,2,1,2,2,2,2,,2,2,2,2,3,3,1,Male,45–64,SE,2,2,-0.9329248789936372,0.4920326480564312
46151,SE,2,69,1.0427805,1,2,2,2,1,2,,1,1,1,2,1,2,2,Female,65+,SE,2,1.4545454545454546,-0.9329248789936372,-0.4761666923380558
46480,SE,1,39,1.604353,1,2,2,3,1,2,1,2,1,1,2,1,2,1,Male,30–44,SE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
46632,SE,1,59,0.6940228,1,2,1,3,2,3,1,1,1,1,1,1,2,1,Male,45–64,SE,3,1.25,0.44262012353696373,-0.8392414449859885
46704,SE,1,76,0.6890981,1,1,2,2,1,2,2,1,2,2,3,1,1,2,Male,65+,SE,2,1.5833333333333333,-0.9329248789936372,-0.24756407030046876
46709,SE,2,57,0.63890165,1,1,3,2,2,2,2,2,1,1,2,1,1,1,Female,45–64,SE,2,1.5,-0.9329248789936372,-0.3954834139718486
46748,SE,2,42,0.76360166,1,1,1,3,1,2,1,1,1,1,1,2,2,1,Female,30–44,SE,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
46769,SE,2,64,0.5490215,2,2,2,3,2,2,2,2,2,1,2,1,1,2,Female,45–64,SE,2.5,1.75,-0.2451523777283367,0.048274617042291294
46783,SE,2,67,0.54534024,1,1,2,3,1,2,2,1,1,1,1,1,2,1,Female,65+,SE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
46786,SE,1,53,1.2393714,1,2,1,2,1,2,1,1,1,1,2,1,1,1,Male,45–64,SE,2,1.1666666666666667,-0.9329248789936372,-0.9871607886573683
46858,SE,2,60,0.6834954,2,2,2,2,1,2,1,2,2,2,2,1,2,1,Female,45–64,SE,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
46881,SE,2,36,1.2582074,1,2,1,2,1,2,2,2,1,2,2,1,2,1,Female,30–44,SE,2,1.5,-0.9329248789936372,-0.3954834139718486
46916,SE,2,36,3.8133523,4,4,3,2,2,2,3,3,2,2,2,3,3,1,Female,30–44,SE,2,2.6666666666666665,-0.9329248789936372,1.6753873974274707
